nomclient,venteestimesupport2021,venteestimesupport2022,venteestimesupport2023,ventehorssupport2021,ventehorssupport2022,ventehorssupport2023,ventehorssupport202,dealconclusupport,VenteConclusupport2021,VenteConclusupport2022,VenteConclusupport2023,Upsale,Crossale,Nombre_Employe,OpenDeals,Secteur_Activite,DealConclu2021,DealConclu2022,DealConclu2023,Moved,Technologie,Support2023,annéedernierContact,moisdernierContact,annéeCreation,moisCreation,Support02021,nbredealsupport02021,Support02022,nbredealsupport02022,Support02023,nbredealsupport02023,Support12021,nbredealsupport12021,Support12022,nbredealsupport12022,Support12023,nbredealsupport12023,Support22021,nbredealsupport22021,Support22022,nbredealsupport22022,Support22023,nbredealsupport22023,Support32021,nbredealsupport32021,Support32022,nbredealsupport32022,Support32023,nbredealsupport32023,predicted,predictedsupport1,predictedsupport2,predictedUpsale
SCI International,0.0,7590.0,0.0,0.0,7590.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7800,2,12,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,10.0,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCSI,4800.0,28751.76,0.0,4165.0,65357.51999999999,32388.0,0.0,0.0,0.0,0.0,0.0,0,0,50,10,55,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,2.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERINUS BV ENERGY,14705.0,16173.95,3315.25,363518.0,635955.7899999998,133228.16,0.0,0.1076923076923077,12500.0,16173.95,3315.25,0,1,200,65,17,1.0,5.0,1.0,1.0,228670012.0,1,2023.0,3.0,2021,7,0,0,0,0,0,0,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SETCAR,0.0,350.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1000,2,4,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,11.0,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAMS TECHNOLOGY,0.0,0.0,0.0,2202.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,55,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,2.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHconsulting,0.0,0.0,0.0,0.0,20850.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAME,0.0,0.0,0.0,0.0,139145.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200,4,59,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SICAM,0.0,74507.78,5781.12,0.0,96681.2,1175.0,0.0,0.0,0.0,0.0,0.0,0,1,500,11,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,2.0,2021,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMC,3444.0,0.0,0.0,18891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,3,15,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,9.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCIETE TECH EXPERT SARL,0.0,0.0,0.0,2215.0,4674.6,5199.2,0.0,0.0,0.0,0.0,0.0,0,0,50,3,74,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SODEXO,0.0,9000.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,79000,2,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,5.0,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOFIM Algerie,0.0,177559.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,2,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SONAR,0.0,84299.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,2,15,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,8.0,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOPRA  HR Software,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1918,1,55,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,11.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOROUBAT,0.0,0.0,0.0,0.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,481,1,59,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,4.0,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTACIB,0.0,25800.0,71468.0,0.0,80460.8,139988.0,0.0,0.0,0.0,0.0,0.0,0,1,200,20,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,6.0,2022,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SOTACIB Kairouan,0.0,0.0,0.0,0.0,48664.5,7040.0,0.0,0.0,0.0,0.0,0.0,0,0,200,20,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTEMU,4873.35,8901.2,45152.6,5278.0,13726.2,134297.2,0.0,0.3888888888888889,0.0,0.0,2225.6,0,1,150,18,59,2.0,4.0,1.0,0.0,228670012.0,1,2023.0,6.0,2021,7,0,0,0,0,0,0,1,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SOTIPAPIER,0.0,29415.0,0.0,0.0,21962.2,2798.8,0.0,0.1428571428571428,0.0,0.0,0.0,0,1,200,7,59,0.0,1.0,0.0,0.0,228670004.0,0,2023.0,4.0,2021,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTUVER,0.0,0.0,0.0,0.0,14184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,217,1,59,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH MEDITERRANEAN UNIVERSITY,0.0,0.0,0.0,18345.2,25255.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,229,2,16,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,11.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTHCOMP DISTRIBUTION TUNISIE - S.D.T,0.0,0.0,0.0,5375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,20,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,6.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPE,0.0,17180.0,0.0,0.0,8590.0,8300.0,0.0,0.5,0.0,0.0,0.0,0,0,1788,4,17,0.0,2.0,0.0,1.0,228670006.0,0,2023.0,4.0,2021,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SPG,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,55,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,9.0,2022,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSTC,0.0,29127.58,16513.49,30207.0,51221.7,6316.2,0.0,0.238095238095238,0.0,0.0,4913.49,1,1,250,21,20,0.0,3.0,2.0,1.0,228670012.0,1,2023.0,12.0,2021,7,0,0,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
STB,20300.0,40190.63,50000.0,1244966.4,69624.0,890000.0,0.0,0.0625,0.0,0.0,0.0,0,0,3000,16,65,0.0,1.0,0.0,0.0,228670004.0,0,2023.0,10.0,2021,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB Finance,0.0,0.0,0.0,37870.0,51330.47,9759.0,0.0,0.0,0.0,0.0,0.0,0,0,70,6,65,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STB INVEST,0.0,0.0,0.0,0.0,12875.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,65,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,4.0,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STE IOWAVES,0.0,0.0,0.0,297.72,1488.6,1786.32,0.0,0.0,0.0,0.0,0.0,0,0,50,3,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,9.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIAL DELICE DANONE,0.0,12264.0,0.0,5974.0,152721.6,403529.7,0.0,0.1818181818181818,0.0,0.0,0.0,0,0,1000,11,59,0.0,2.0,0.0,0.0,228670006.0,0,2023.0,3.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
STUDI,0.0,0.0,0.0,126400.0,132339.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,500,4,15,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPCOM,0.0,104956.0,0.0,0.0,108340.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,243,6,16,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,10.0,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWICORP K.S.A,7846.05,10302.0,0.0,3103.46,28321.05,14831.23,0.0,0.25,0.0,0.0,0.0,0,1,105,8,65,0.0,2.0,0.0,1.0,228670005.0,0,2023.0,3.0,2021,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Saiph,0.0,0.0,0.0,0.0,104436.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,388,1,12,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,6.0,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serept,0.0,49680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,200,2,17,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,11.0,2022,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergaz,0.0,0.0,0.0,0.0,43771.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200,2,17,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,12.0,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakira Cable,0.0,0.0,0.0,0.0,296.0,23620.0,0.0,0.0,0.0,0.0,0.0,0,0,500,2,59,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,5.0,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slama groupe,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200,1,59,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,10.0,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Systeme,0.0,0.0,25656.32,0.0,0.0,105656.32,0.0,0.0,0.0,0.0,0.0,0,0,50,4,55,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,4.0,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smartfarm,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,2,59,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,9.0,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Société MARAM COMPANY,0.0,0.0,0.0,5706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,59,0.0,0.0,0.0,0.0,228670012.0,0,2021.0,8.0,2021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Société Port Enfidha,0.0,0.0,9480.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,100,3,74,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,3.0,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Société nationale de distribution des pétroles,0.0,10000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5000,2,17,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,4.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofrecom TUNISIE,17880.0,18160.0,0.0,0.0,350565.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1068,11,55,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,11.0,2021,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonabel,0.0,0.0,56700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,15,0.0,0.0,0.0,0.0,228670012.0,0,2023.0,6.0,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sotulub,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,93,1,59,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,2.0,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport Cities International Tunis,0.0,0.0,0.0,1274.0,1337.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,2,8,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,6.0,2021,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sté LCC,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,12,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sté des Foires Internationales,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,1,74,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumiriko,0.0,0.0,0.0,0.0,2635.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,200,1,4,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,3.0,2021,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THG,0.0,0.0,0.0,0.0,26100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1000,1,12,0.0,0.0,0.0,0.0,228670012.0,0,2022.0,8.0,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
